review_text,summary,cleaned_review,tokenized_review
  Tried a lot of shoes for cross training and these were the best!,  ... of shoes for cross training and these were the best!,  tried a lot of shoes for cross training and these were the best,   tried lot shoes cross training best
  Wish they had a little more support/cushion, but I love everything else about them!,  wish they had a little more supportcushion,   wish little supportcushion
 reviewerName: Darlene Christ, reviewText: These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely., reviewername darlene christ,  reviewername darlene christ
  After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,  They feel good but I will not recommended if you need Wide ...,  after my purchased i found out they are overpriced they feel good but i will not recommended if you need wide fit,   purchased found overpriced feel good recommended need wide fit
  I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course,  i bought a pair of these in my size,   bought pair size
  Love them!  Very comfortable and great for weight training!,  Love them! Very comfortable and great for weight training,  love them  very comfortable and great for weight training,   love   comfortable great weight training
  Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,  Not as expected,  took other reviewers advice and went up half size and it was too large i thought this was a more socklike fit but it had a tongue that came up high on my ankle not at all sock like nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes these just werent what i was looking for,   took reviewers advice went half size large thought socklike fit tongue came high ankle sock like nice looking light weight rounded square toe left plenty room foot toes nt looking
  Really comfortable and very cute.,  Five Stars,  really comfortable and very cute,   comfortable cute
  These shoes are great.  This is the second pair that I have purchased and I love them.,  Really Comfortable Shoes,  these shoes are great  this is the second pair that i have purchased and i love them,   shoes great   second pair purchased love
  Fit to size. Comfortable,  Five Stars,  fit to size comfortable,   fit size comfortable
  Picky daughter actually loves them.,  Worth it.,  picky daughter actually loves them,   picky daughter actually loves
 reviewerName: Meredith P, reviewText: Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!, reviewername meredith p,  reviewername meredith p
  Most comfortable training shoes I've worn in a long time.,  Lightweight yet supportive,  most comfortable training shoes ive worn in a long time,   comfortable training shoes ve worn long time
  I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.,  i bought these sneakers for boot camp class  they are very light weight and different than other sneakers that i have owned  have only used them a few times,   bought sneakers boot camp class   light weight different sneakers owned   times
  I got a hot spot on the bottom of my foot the first day I wore them.,  Great red color,  i got a hot spot on the bottom of my foot the first day i wore them,   got hot spot foot day wore
  Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :),  still breaking them in for use at the gym  i think once i get used to them,   breaking use gym   think
  Not a fan. Shoes looked great but too narrow for most feet.,  Shoes looked great but too narrow for most feet,  not a fan shoes looked great but too narrow for most feet,   fan shoes looked great narrow feet
  I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!,  i love these shoes i exercise in them as well as just take them on longer walks feels good,   love shoes exercise longer walks feels good
  fits perfect,  Five Stars,  fits perfect,   fits perfect
 reviewerName: Amazon Customer, reviewText: Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long., reviewername amazon customer,  reviewername amazon customer
  Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.\nReturning for credit.  Thanks anyway.,  unfortunately,   unfortunately
 style: {Size::  7.5 B(M) US, Color::  Black/White/Anthracite/Stealth}, style size   bm us,  style size    bm
  Fit like gloves to my feet! Perfect for workouts.,  Five Stars,  fit like gloves to my feet perfect for workouts,   fit like gloves feet perfect workouts
 reviewerName: Sophie G, reviewText: I've worn these to work out for 5 days in a row now. Initially, reviewername sophie g,  reviewername sophie g
  I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,  I liked these shoes a lot,  i liked these shoes a lot very light weight i didnt give a  because the color was a little lighter than i thought it was going to be but still a great shoe very comfortable,   liked shoes lot light weight nt   color little lighter thought going great shoe comfortable
  Love them !!!,  Five Stars,  love them ,   love
  I love these shoes! Great arch support and perfect for cardio.,  Five Stars,  i love these shoes great arch support and perfect for cardio,   love shoes great arch support perfect cardio
 reviewerName: Amazon Customer, reviewText: I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts., reviewername amazon customer,  reviewername amazon customer
 reviewerName: Amazon Customer, reviewText: These shoes look really great. However, reviewername amazon customer,  reviewername amazon customer
  These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,  Great for walking!,  these are my favorite walk around shoes i can wear them all day and not be in pain love em,   favorite walk shoes wear day pain love em
  Favorite training and walking-around sneakers.\nThey look good with just about anything, and are comfortable for most situations.\nWith the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole),  favorite training and walkingaround sneakersnthey look good with just about anything,   favorite training walkingaround sneakersnthey look good
  Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)\nI've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly,  Soooo comfortable.....,  love these i have  pairstheyre so comfortable  im on my feet all day  my feet actually dont hurt at the end of the day when i wear these nive learned to get these  size smallerim normally a size  and the   fit perfectly,   love   pairstheyre comfortable   m feet day   feet actually nt hurt end day wear nive learned   size smallerim normally size      fit perfectly
  Great shoes. Lightweight and comfortable,  Five Stars,  great shoes lightweight and comfortable,   great shoes lightweight comfortable
  BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,  BEST SHOES EVER!,  best shoes ever  i bought two pairs in different colors black n white and the pink and white  they have awesome support for whatever you use them for i have one for work and the other for trainingrunningetc in,   best shoes   bought pairs different colors black n white pink white   awesome support use work trainingrunningetc
  These sneakers give me the motivation to workout because they feel so good and are great for any training,  ... me the motivation to workout because they feel so good and are great for any training,  these sneakers give me the motivation to workout because they feel so good and are great for any training,   sneakers motivation workout feel good great training
 reviewerName: Amazon Junkie, reviewText: I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, reviewername amazon junkie,  reviewername amazon junkie
  Size 5. Very comfortable shoes. Love!,  Very comfortable shoes. Love,  size  very comfortable shoes love,   size   comfortable shoes love
  I bought a wide size of these at a local store and they are amazing!  Soft, comfy,  i bought a wide size of these at a local store and they are amazing  soft,   bought wide size local store amazing   soft
  I always buy the same size this ones came to large,  large shoe,  i always buy the same size this ones came to large,   buy size ones came large
  Nice shoes, fit good,  nice shoes,   nice shoes
  I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),  My wife loves these shoes.,  i bought these for my wife she saw them in the store but did not have their size so i ordered on amazon she loves them  she already had for a couple of months and no complains at all one of her favorites shoes for running or for her job since she walks a lot in the warehouse now she loves me more ,   bought wife saw store size ordered amazon loves   couple months complains favorites shoes running job walks lot warehouse loves
  Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,  Love Love Love,  love these shoes my feet have been weird since i was pregnant and my old shoes were uncomfortable these are very comfy and help me get active they are also stylish and go with anything,   love shoes feet weird pregnant old shoes uncomfortable comfy help active stylish
  Look better than the picture, very comfortable,  look better than the picture,   look better picture
 reviewerName: Campsandalwood, reviewText: Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!, reviewername campsandalwood,  reviewername campsandalwood
 reviewerName: C.L., reviewText: I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, reviewername cl,  reviewername cl
  Absolutely love them. Can even wear them without my insoles.,  Five Stars,  absolutely love them can even wear them without my insoles,   absolutely love wear insoles
 reviewerName: Amazon Customer, reviewText: Super cute shoe however runs wide and big, reviewername amazon customer,  reviewername amazon customer
 reviewerName: HP, reviewText: Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, reviewername hp,  reviewername hp
 reviewerName: Amazon Customer, reviewText: A-MA-ZING!  I needed a good jogging shoe and these make me feel like \Forest Gump\.  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, reviewername amazon customer,  reviewername amazon customer
 reviewerName: Cheryl A Stoneham, reviewText: Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, reviewername cheryl a stoneham,  reviewername cheryl stoneham
  These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!,  these shoes are awesome  they are nearly weightless and feel great on my feet  the first day i wore them i wore them all day on vacation  i put them on the next day and did the same  besides the comfort,   shoes awesome   nearly weightless feel great feet   day wore wore day vacation   day   comfort
  Super cute!,  Five Stars,  super cute,   super cute
 yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.\n\nThese shoes have a small amount of support, but not much, yet work like its suppose to my feet feel cradled in this shoe and hard surfaces dont make my feet ache anymorennthese shoes have a small amount of support,  work like suppose feet feel cradled shoe hard surfaces nt feet ache anymorennthese shoes small support
  I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.,  i wear them for zumba and my heel slips on turns a little annoying because i have to pay attention but they are so cute and comfy,   wear zumba heel slips turns little annoying pay attention cute comfy
  These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9,  these run large i wear a  exactly in every shoe,   run large wear   exactly shoe
  Perfect fit, very comfortable,  perfect fit,   perfect fit
  Really comfy and nice color,  Great and comfy for sports,  really comfy and nice color,   comfy nice color
  The picture makes the shoe look like it has a \boxier\ toe rather than the \pointier\ toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me,  the picture makes the shoe look like it has a boxier toe rather than the pointier toe that it actually has i have wider feet and generally need to buy a size or half size longer to get a comfortable width in any brand of shoe i was shooting for a rounder,   picture makes shoe look like boxier toe pointier toe actually wider feet generally need buy size half size longer comfortable width brand shoe shooting rounder
  These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,  Best shoes ever!!!,  these are the most comfortable shoes ive used for working out extremely light weight and flexible loved them so much i purchased two more pair in different colors,   comfortable shoes ve working extremely light weight flexible loved purchased pair different colors
  Very comfortable and looks great!,  Five Stars,  very comfortable and looks great,   comfortable looks great
  Love this shoes so comfy and great very everyday use. Runs big,  Fits wonderful,  love this shoes so comfy and great very everyday use runs big,   love shoes comfy great everyday use runs big
  Nice looking and fit nice,  Four Stars,  nice looking and fit nice,   nice looking fit nice
 reviewerName: MerryM, reviewText: I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, reviewername merrym,  reviewername merrym
  Perfict fit for me. Great looking shoes at a great price.,  nice,  perfict fit for me great looking shoes at a great price,   perfict fit great looking shoes great price
  The sneakers are very comfortable and fit to size.,  Five Stars,  the sneakers are very comfortable and fit to size,   sneakers comfortable fit size
 reviewerName: D. Resendes, reviewText: I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, reviewername d resendes,  reviewername d resendes
  I really like them!,  Four Stars,  i really like them,   like
  ok but too big,  Three Stars,  ok but too big,   ok big
  Love these shoes.. they are so comfortable.,  Five Stars,  love these shoes they are so comfortable,   love shoes comfortable
  In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.,  in really like these i wear between a  womens,   like wear   womens
 asin: B0058YEJ5K, style: {Size::  7.5 D - Wide, asin byejk,  asin byejk
 asin: B0058YEJ5K, style: {Size::  10 B(M) US, asin byejk,  asin byejk
  The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable,  the shoes fit well in the arch area they are a little wider in the toe area of the shoe,   shoes fit arch area little wider toe area shoe
 reviewerName: Amazon Customer, reviewText: Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, reviewername amazon customer,  reviewername amazon customer
  I recommend that!,  Five Stars,  i recommend that,   recommend
  My son likes these, and this is the 2nd pair he's worn.,  my son likes these,   son likes
  Really great for walking I'm very glad I got these and the color is fun,  Five Stars,  really great for walking im very glad i got these and the color is fun,   great walking m glad got color fun
  Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,  Five Stars,  love these shoes my feet feel so much better lots of padding and light enough to run in,   love shoes feet feel better lots padding light run
 asin: B0014F7B98, style: {Size::  7.5 D - Wide, asin bfb,  asin bfb
 asin: B0014F7B98, style: {Size::  10 B(M) US, asin bfb,  asin bfb
  Fit fine...did not like color in person,  Three Stars,  fit finedid not like color in person,   fit finedid like color person
  The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,  somewhat large fit,  the shoe is too large when you do lunges it hurts the heel the shoe size from a local store is the size i ordered from amazon however the size or fitting seems to be large,   shoe large lunges hurts heel shoe size local store size ordered amazon size fitting large
 asin: B009MA34NY, style: {Size::  7.5 W US, asin bmany,  asin bmany
 asin: B009MA34NY, style: {Size::  10 B(M) US, asin bmany,  asin bmany
  Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.,  super comfortable and fit my small feet perfectly i have flat feet so a lot of shoes are not comfortable for long periods of time i can wear the shoe all day long and they are super comfortable they are light colored so any dirt will be seen right away,   super comfortable fit small feet perfectly flat feet lot shoes comfortable long periods time wear shoe day long super comfortable light colored dirt seen right away
  Love these shoes!,  Very confortable!,  love these shoes,   love shoes
 reviewerName: JP, reviewText: Great shoe. I've had Nike's before and have always been pleased with the comfort, reviewername jp,  reviewername jp
 asin: B0092UF54A, style: {Size::  9 B(M) US, asin bufa,  asin bufa
 asin: B0092UF54A, style: {Size::  7.5 W US, asin bufa,  asin bufa
 asin: B0092UF54A, style: {Size::  10 B(M) US, asin bufa,  asin bufa
  Love these shoes! Great fit, very light weight.,  love these shoes great fit,   love shoes great fit
 asin: B005AGO4LU, style: {Size::  9 B(M) US, asin bagolu,  asin bagolu
 asin: B005AGO4LU, style: {Size::  7.5 W US, asin bagolu,  asin bagolu
 asin: B005AGO4LU, style: {Size::  10 B(M) US, asin bagolu,  asin bagolu
  Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,  Beautiful!!!,  beautiful mirror finishvery comfortable looks great with my white gold engagement ring and you cant beat the price i have another band like this in a different size that ive had for  years and the finish is still beautiful with no scratches if you want a beautiful ring at a great price i highly recommend the white tungsten carbide,   beautiful mirror finishvery comfortable looks great white gold engagement ring nt beat price band like different size ve   years finish beautiful scratches want beautiful ring great price highly recommend white tungsten carbide
 reviewerName: Foxymoma82, reviewText: Love the mirror finish - very comfortable - scratchproof. Pairs beautifully with my white gold engagement ring., reviewername foxymoma,  reviewername foxymoma
  very nice...quick shipment...,  Five Stars,  very nicequick shipment,   nicequick shipment
  very nice...quick shipment,  Five Stars,  very nicequick shipment,   nicequick shipment
  very nice ....high quality....,  Five Stars,  very nice high quality,   nice high quality
  looks great,  Five Stars,  looks great,   looks great
  yes,  Five Stars,  yes,   yes
  Very nice,  Four Stars,  very nice,   nice
  Would recomend,  Soft. Strong. Comfortable!!,  would recomend,   recomend
  My favorite workout pants.  Have had them several months and use several times a week.  Keep me dry and stand up to a llt of washing!,  Love these pants!,  my favorite workout pants  have had them several months and use several times a week  keep me dry and stand up to a llt of washing,   favorite workout pants   months use times week   dry stand llt washing
  I ended up having to throw them out. The inside seam and around the private area was unraveling which can't happen when working out. I have a black pair which are just find so I think I got a defective pair.,  Good just watch the seams!,  i ended up having to throw them out the inside seam and around the private area was unraveling which cant happen when working out i have a black pair which are just find so i think i got a defective pair,   ended having throw inside seam private area unraveling nt happen working black pair find think got defective pair
  WOW!  I love these capris!  I ordered the deep teal and they are a very dark blue/teal (a much deeper prettier color than shown).  I received many compliments the first time I wore them to the gym.  They are super soft and comfortable from the leg all the way to the waist...COMFORTABLE.  They never slip down at the waist and give me full coverage (not see through at all). I am 5' 4\ and 159 pounds and I ordered a medium.  The size fit perfectly although that being said they are longer on me than the photo (probably my short legs) but came 2 inches above my ankle so just below my calf.  Given that I have weight to loose these are very flattering on as well.  They are also a nice stretchy fabric (thus the comfort) and cool.  We are in the high 90's and 100 degree summer weather and I am cool!  Purchase these as you won't be disappointed especially at this price.  I like these better than my Lululemon and Athleta capris!!!  I am back to purchase more!,  Comfortable Capris,  wow  i love these capris  i ordered the deep teal and they are a very dark blueteal a much deeper prettier color than shown  i received many compliments the first time i wore them to the gym  they are super soft and comfortable from the leg all the way to the waistcomfortable  they never slip down at the waist and give me full coverage not see through at all i am   and  pounds and i ordered a medium  the size fit perfectly although that being said they are longer on me than the photo probably my short legs but came  inches above my ankle so just below my calf  given that i have weight to loose these are very flattering on as well  they are also a nice stretchy fabric thus the comfort and cool  we are in the high s and  degree summer weather and i am cool  purchase these as you wont be disappointed especially at this price  i like these better than my lululemon and athleta capris  i am back to purchase more,   wow   love capris   ordered deep teal dark blueteal deeper prettier color shown   received compliments time wore gym   super soft comfortable leg way waistcomfortable   slip waist coverage      pounds ordered medium   size fit perfectly said longer photo probably short legs came   inches ankle calf   given weight loose flattering   nice stretchy fabric comfort cool   high s   degree summer weather cool   purchase wo nt disappointed especially price   like better lululemon athleta capris   purchase
 pretty colors and soft material.,  You will love the colors, pretty colors and soft material,  pretty colors soft material
  I used this for a costume and it worked well.,  Nice fit,  i used this for a costume and it worked well,   costume worked
  Husband was very happy. He now feels like he would fit in on the set of Downton Abbey.,  Nice vest.,  husband was very happy he now feels like he would fit in on the set of downton abbey,   husband happy feels like fit set downton abbey
  My ring shipped the same day that I placed the order and was received well before the estimated delivery date. It is absolutely beautiful!! It is a substantial ring without being overly heavy and is very comfortable to wear. I've cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny. It also runs true to size. I highly recommend this ring and this seller!! Will definitely do business with them again.,  Beautiful ring - I love it!!!,  my ring shipped the same day that i placed the order and was received well before the estimated delivery date it is absolutely beautiful it is a substantial ring without being overly heavy and is very comfortable to wear ive cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny it also runs true to size i highly recommend this ring and this seller will definitely do business with them again,   ring shipped day placed order received estimated delivery date absolutely beautiful substantial ring overly heavy comfortable wear ve cooked cleaned free scratches finish beautifully shiny runs true size highly recommend ring seller definitely business
 wide enough at the toe, but snug from toe to heel. That said I think a male size 8 is about it. Larger size feet might have a problem. Quality is OK for the price. You will see these socks sold singly on other sites at $12.99 each!  I like the socks and ordered a second set to put in my daughters Christmas stocking., wide enough at the toe,  wide toe
  I love this shoes they are so comfortable,  Five Stars,  i love this shoes they are so comfortable,   love shoes comfortable
  I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,  I absolutely LOVE these shoes,  i absolutely love these shoes these are my absolute favorite so light and comfortable these are actually my nd pair i am still wearing my st pair after  years and they look good still i am just afraid they are going to disappear and i want a back up pair for when my st pair wears out these have been the best shoes ive owned,   absolutely love shoes absolute favorite light comfortable actually nd pair wearing st pair   years look good afraid going disappear want pair st pair wears best shoes ve owned
  Perfect fit!,  Five Stars,  perfect fit,   perfect fit
  My favorite cross trainers!,  Comfortable,  my favorite cross trainers,   favorite cross trainers
  Love them fit perfect,  Five Stars,  love them fit perfect,   love fit perfect
 reviewerName: Peter, reviewText: Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!, reviewername peter,  reviewername peter
  I wear these everyday to work, the gym,  i wear these everyday to work,   wear everyday work
 reviewerName: Beatrice Garcia, reviewText: Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, reviewername beatrice garcia,  reviewername beatrice garcia
 asin: B010RRWKT4, style: {Size::  9 M US, asin brrwkt,  asin brrwkt
 reviewerName: Greg &amp; Kristin Hyder, reviewText: Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!, reviewername greg amp kristin hyder,  reviewername greg amp kristin hyder
 asin: B010RRWKT4, style: {Size::  7.5 W US, asin brrwkt,  asin brrwkt
 asin: B010RRWKT4, style: {Size::  10 M US, asin brrwkt,  asin brrwkt
 asin: B014IBJKNO, style: {Size::  9 M US, asin bibjkno,  asin bibjkno
 asin: B014IBJKNO, style: {Size::  7.5 W US, asin bibjkno,  asin bibjkno
 asin: B014IBJKNO, style: {Size::  10 M US, asin bibjkno,  asin bibjkno
  Very comfortable and fits perfectly,  Five Stars,  very comfortable and fits perfectly,   comfortable fits perfectly
  Largely my fault for not reading carefully, but the high synthetic fiber content made the shirt uncomfortable to the touch.  Not the manufacturer's fault,  largely my fault for not reading carefully,   largely fault reading carefully
 reviewerName: wayne ereira, reviewText: Size, reviewername wayne ereira,  reviewername wayne ereira
  Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,  Love them!,  favorite nike shoe ever the flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot these move effortlessly with the bend of my foot ive worn these for multiple activities and ive had no foot or ankle pain the whitegreendark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days highly recommend,   favorite nike shoe flex sole excellent like loves free feeling sandals barefoot effortlessly bend foot ve worn multiple activities ve foot ankle pain whitegreendark grey color goes outfits mesh breathes perfectly hot summer days highly recommend
